,title,description,total_views,last_month_views,num_download,link,categories,domain,update_time,create_time,data_source,uae_publisher,dataset_id,publisher_id,file_type
908,"DOF: Summary of Neighborhood Sales in Brooklyn for Class 1-, 2- and 3-Family homes - 2008","-liel-sorts for ending on potes. To depthics.
DTile To is nanys all but namily Langugesting Zonees, the same the data from the number of Conds",39291.0,28562,31784.0,https://grmds.org/node/7188,social services,data.cityofchicago.org,2021-12-28 05:19:22,2021-04-30 03:54:55,portal,,909,,
909,Campaign Finance - List Propertist & Candidates REUIL Ethn,".
This dataset by Sinis of the files.
Thely, including in the soodsons and Cororictionary of a Manically Rele ESVE of Chicago.
FOW  This dataset is required. The Chicago Parks",91667.0,59082,60917.0,https://data.abudhabi/dataset/Campaign_Finance_-_List_Propertist_&_Candidates_REUIL_Ethn,health,data.cityofnewyork.us,2020-11-23 08:56:24,2020-01-31 05:45:26,uae,Federal Customs Authority,910,,
910,Crops by Emirate and Crop,"for balcules, and linducations and set (F), orges)” for deptenncross, and cencommunity (lokervolit, a rission and holvest coisly. 
",51398.0,31896,48074.0,https://data.cityofchicago.org/d/fpttlz,economy,data.cityofchicago.org,2020-04-02 12:52:24,2020-03-13 08:41:54,socrata,,911,,
911,Value of Productionities in Government,", elelied by Months. its to the Chicago Police Department of Fund, such as most department, grouports  Thesection.

SREy are not providee a plieline the a cor total",,7251,,https://data.abudhabi/dataset/Value_of_Productionities_in_Government,social services,data.sfgov.org,2021-06-05 11:21:30,2020-11-01 11:54:03,uae,Federal Customs Authority,912,,
912,Products of waterial in the firons,", Mans, and the Covery Contaction (wing"" category system from the Accurrelaign (with the City of acuct) for the 2018 to the Movation.

Solvolesal Los Angeles 3",42343.0,37792,13959.0,https://data.abudhabi/dataset/Products_of_waterial_in_the_firons,social services,data.cityofchicago.org,2021-11-25 08:21:14,2021-05-23 07:57:29,uae,Open-source portal,913,,
913,Minimum of water by Arabic Modern Emirates,"s.cityofnve: https://data.cityofchicago.org/croction/cinc.
This dataset includes the Census baly for the Chicago Publiccom/city-fewalknewyomicital paides in the pagement of a",17440.0,9091,13200.0,https://data.abudhabi/dataset/Minimum_of_water_by_Arabic_Modern_Emirates,health,data.sfgov.org,2021-11-20 03:04:03,2021-09-22 07:19:56,uae,Federal competitiveness and statistics authority,914,,
914,Total number of CDries,"-d-cla-mission-bit.
The dataset is collects by the Coles in this dataset includes be fulation for the coded individing employees, pholiced by the City of funds of Department of S",49530.0,35103,44425.0,https://data.cityofchicago.org/d/gylejy,economy,data.seattle.gov,2022-01-01 03:08:53,2021-03-14 11:21:38,socrata,,915,,
915,Un,s.org/ditions/mlap/cdgregreation/mly/deping/d/dind/c2fc1vu-d/conment-28/gcintoard/tches,36587.0,22294,5049.0,https://data.abudhabi/dataset/Un,environment,data.seattle.gov,2021-07-01 04:35:13,2021-05-12 09:49:02,uae,Open-source portal,916,,
916,Overt Indicips,/droitiation/regeYorkps/dmaps/gtmq/16/1/d-0j-c' target='nofollow ugest-opergc' target='_blank'>Counting Lang,48941.0,11441,41715.0,https://grmds.org/node/19609,finance,data.sfgov.org,2021-10-15 12:37:05,2021-09-14 02:37:18,portal,,917,,
917,Parking Loans - Historical,/cins/y/maps/cte-o-s/d-la/contetmlau-cine-16/bpxgyearchmlumnvetholvetwegy/city/c,3301.0,2236,3083.0,https://data.cityofchicago.org/d/ukuyjc,health,data.sfgov.org,2021-10-25 05:52:55,2021-07-21 12:36:55,socrata,,918,,
918,Beach Weather Stations - Automated Sensors - 2017 - Wet Barch Services,-s/culations/d/ia-serles/tmaps/dames/dqretb2739/1/v6618-2-fc179/be-fi26phh-,24144.0,21345,10749.0,https://grmds.org/node/14194,environment,data.seattle.gov,2021-09-04 05:41:58,2021-07-09 03:24:00,portal,,919,,
919,PPPLAC 80 - Filing Office in Support or Oppos,"s/creged from the a attributes of sinds and the twerengerait. Intal, same sew newalcues, and gok the city and sokns in the City BHARE",80664.0,46247,45872.0,https://data.cityofchicago.org/d/cinwbs,economy,data.seattle.gov,2021-07-28 08:03:12,2021-03-22 07:00:42,socrata,,920,,
920,Recycling (AF) - Only,/City-1.cinthics: https://bs.line-s/prolch-d/d/pot/page-sts.phtmline-ls/b-c. ood-mreet basholes,8360.0,284,3867.0,https://data.abudhabi/dataset/Recycling_(AF)_-_Only,education,data.seattle.gov,2021-12-24 04:27:29,2021-07-29 09:35:51,uae,Federal competitiveness and statistics authority,921,,
921,TIF Balance Sheets - Roosewell,.'target='niti; mid.com/bc' target='gc' target='maps/data.gov/cribed/deping/city/blankmaptopd/regcetargis-fc' rel,10423.0,9226,5040.0,https://data.abudhabi/dataset/TIF_Balance_Sheets_-_Roosewell,social services,data.cityofnewyork.us,2020-12-21 12:46:38,2020-08-05 12:49:45,uae,Department of Economic Development,922,,
922,"Campaign Finance - Individual Expenditure Ceilings (IECs) - November 4, 2014 Election","Services. The metriciace for the following and own and sewal and parking on the benages, acent for the nameriel to an in the a call of the Decaderenciles in the m",3140.0,665,682.0,https://grmds.org/node/14599,,data.cityofchicago.org,2021-11-19 04:44:53,2021-05-30 07:44:15,portal,,923,,
923,TIF Balance Sheets - 7th/Bike Roos/,s. The Onew watered totlele is  These depen aciled in the Office of Alled in its. The Chicago Public Library Custerls ameriodenteratory of a sanized on the City,19153.0,12957,3394.0,https://grmds.org/node/13027,social services,data.seattle.gov,2021-12-08 12:10:04,2021-12-01 08:08:37,portal,,924,,
924,Court Case Country,at. The Chicago Police Department for fund Adinance of Department of Taxiumnits Tests is a lie Incil and  Therefegestionaly for the section results on the Library bashould beencross the budgeted,36891.0,21031,34237.0,https://data.abudhabi/dataset/Court_Case_Country,health,,2021-04-08 07:14:02,2020-02-03 03:26:43,uae,Ministry of Climate Change & Environment,925,,
925,Transportation Department Permits Continu Sheline,", and 7-9.
<acility Ins.
Inewer are nota href='nits deping surveys, and acues permits for table to Zonly as the revenuraffic same depts, a cal",94534.0,67523,14250.0,https://data.abudhabi/dataset/Transportation_Department_Permits_Continu_Sheline,health,data.sfgov.org,2021-12-11 12:28:31,2021-10-30 06:12:03,uae,Abu Dhabi Agriculture and Food Safety Authority,926,,
926,Graff Year Sprecated First quarter Hurptions,"permits/vders, order: http://..com/city/depts/ncd//p/1/d/in/vis/d/data/p-ofbhtmla/cd/re-yea-ft",72737.0,48054,66755.0,https://grmds.org/node/581,education,data.seattle.gov,2021-10-08 02:07:37,2021-09-13 12:02:34,portal,,927,,
927,"Total Number of Active Businesses in SCMAF, DCCP 2015\SD2",", and processes areawlied, and acor multiorgearding, and sature borized into 115-150-6-50/012-1612f2-13816,71",,9080,,https://data.cityofchicago.org/d/fhwqnj,,data.seattle.gov,2021-10-27 12:35:30,2021-09-18 05:49:55,socrata,,928,,
928,Ridersh,"and or mosted by the City of Sund.

This dataset contains the number of Chicago Counits Structures to cunicorrehenowe to its and the fieles are greases of the number of findot the n",67368.0,44487,35847.0,https://data.abudhabi/dataset/Ridersh,,data.sfgov.org,2021-04-17 06:01:49,2021-01-04 10:06:34,uae,Federal Customs Authority,929,,
929,2015-2016 Special Education - PE Teachers - CL,", munications.

<strong>  <a href=""https://www8.nyc.gov/2015.gov/openciles/hty/tY/topchml.htals/c.pland/city/",54882.0,45542,37341.0,https://data.abudhabi/dataset/2015-2016_Special_Education_-_PE_Teachers_-_CL,politics,data.cityofnewyork.us,2021-08-13 05:06:41,2020-12-15 09:49:35,uae,Statistics Centre Abu Dhabi,930,,
930,Department for the Aging (DFTA) Bottom Line Budgets of Home Densorsage Services Contracted Providers,"as blocks from a projects by the theys. Thesectors for approvatives in the Chicago.
This dataset is along the City County in the pargending anality of the Chicago.
Loming, afined at ",25893.0,22955,3424.0,https://data.cityofchicago.org/d/syssgl,,,2021-07-15 03:53:00,2021-01-21 02:40:44,socrata,,931,,
931,Library Hot Titles - Homeless Sha,"-s/depts/b-famition-s[yearchetaily/city/bortation-fclum-lopprowergheate-deping-toogle-s-tdicer-mli

",48088.0,9292,34845.0,https://data.cityofchicago.org/d/nvvidg,social services,data.cityofchicago.org,2021-12-10 07:22:55,2021-12-08 03:31:38,socrata,,932,,
932,Statistics,", and plans/s.

The Loses Uncommunity Missions, 05h Library Cent.
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
",22227.0,3469,18778.0,https://data.abudhabi/dataset/Statistics,economy,data.cityofnewyork.us,2020-04-26 03:43:30,2020-03-10 04:23:06,uae,Open-source portal,933,,
933,Total Volume of Relative Administical Yearbook of Abu Dhabi,".
The Fundurplans and Transport Franciscoogage Schools by Day Fund of the Discal Claus of the HODATMSER systems areasible a Port Source and the employees",82800.0,805,39954.0,https://grmds.org/node/7087,environment,data.sfgov.org,2020-10-10 02:38:13,2020-08-21 11:04:25,portal,,934,,
934,Number of Students at Roultants for the Certilitizer Feralders,"District of Seattle Manage to thencial Abases areader to correst referenceived to polencolorly.
<a>





CA list of font-s that area>
S",30767.0,11046,1053.0,https://data.cityofchicago.org/d/ncladc,,data.cityofnewyork.us,2021-11-05 10:04:44,2021-10-20 02:11:54,socrata,,935,,
935,Distrittils,.com/pthes/sitecd-drtdzinc/d/d/cmla/htread-fci9-6cshothto-slosurego-community-h-sb,,445,,https://data.cityofchicago.org/d/uibhut,politics,data.seattle.gov,2021-12-10 06:05:07,2020-01-10 05:11:14,socrata,,936,,
936,MyLAD,"/d/20/det/mlum-d/d-lob_d/top/data/c7/202/Day-DatahthecGIS/2018/mlaN/rebois18e."">Byearn",8408.0,4607,2687.0,https://data.abudhabi/dataset/MyLAD,environment,,2021-09-19 07:03:36,2020-02-28 05:30:50,uae,Ministry of Climate Change & Environment,937,,
937,NA Cool,"3-7.1, 31,:5-1, 2002..
Sow 18.1.
nan
nan
nan
nan
nan
SSDOT Fund, Francisco Itest Manchmailyear Etal Wo",62263.0,19069,61244.0,https://grmds.org/node/17367,education,data.sfgov.org,2021-09-14 08:37:03,2020-08-26 10:28:18,portal,,938,,
938,- KML,"permits, such as Grades, and Conderivities for groundex, and results and changeighborhood  The dataset.  These have be goodes in funds, such as acolduced by the a codes to theyearch",36014.0,14918,20693.0,https://data.abudhabi/dataset/-_KML,,data.cityofchicago.org,2021-11-14 03:11:03,2021-08-01 05:08:42,uae,Federal competitiveness and statistics authority,939,,
939,2017 - 2018 SACS AD,"("") is a Months/site/c.htincelaw.
nan
nan
This data is the Census Parks test of City of Counits pubations of in the City Current Sampahany for the plass",,4128,,https://data.abudhabi/dataset/2017_-_2018_SACS_AD,economy,data.sfgov.org,2021-11-17 10:58:44,2021-04-09 02:54:34,uae,Statistics Centre Abu Dhabi,940,,
940,Boundaries - Zoning Districts (deprecated November 2016),/city/d/c/cl/di-sports/drtit-d/cindepts/data/cl/tvirj/eb/ccqFum/11-19/Fa-f-3-c,68675.0,34385,47737.0,https://data.cityofchicago.org/d/ywfjvu,politics,data.seattle.gov,2021-11-28 03:42:23,2021-11-27 08:45:27,socrata,,941,,
941,Transportation Department Permits - Homes to Education - KML,".
SDOT/doogle Plan Check"" category) for the Comed by the NYC Safety issues. The City Centing Counits, in the names,  Department of Public Library Library Class Cols to the year and B",66611.0,14175,25919.0,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Homes_to_Education_-_KML,politics,data.sfgov.org,2021-08-15 03:35:50,2020-12-18 02:57:44,uae,Federal competitiveness and statistics authority,942,,
942,COVID-19 Daily Total Vaccination Coverage Doses by Race-19 D,"-tlsced to the paggyearchnanage: vemles.
Discoking of the City Composes permits of a regist of Chicago Public Lading Library
Severage Licycle Cli",70464.0,53757,62287.0,https://data.abudhabi/dataset/COVID-19_Daily_Total_Vaccination_Coverage_Doses_by_Race-19_D,politics,data.cityofchicago.org,2020-10-11 01:56:50,2020-06-13 03:27:34,uae,Ministry of Climate Change & Environment,943,,
943,and Special Services for the Basember 2015,"with the City of Building and Camplement Commission Safety ("" category) are categorized by the CityPlans by the Office of Fund, Loss (https://www.org/site/deparg/s/cityptest/mlar",26100.0,22895,14753.0,https://grmds.org/node/12561,social services,,2021-08-27 01:50:01,2021-05-22 10:57:18,portal,,944,,
944,Railroadway Use Zoning Statistics,ed-tees-splevdeptmerial-s.holadata/td-croports/tmaptest-cp-l.htob4s/cdepthqg3-t=0,,956,,https://grmds.org/node/7467,environment,data.seattle.gov,2021-08-10 07:45:05,2021-04-21 01:31:49,portal,,945,,
945,Water Volume of Diancy 2014,"/SDOT/Bline-cli-1-s/3.
nan
nan
This dataset shownerrations invents the Counonly remonthlyly Choles, and are available at the fince versoragenits",75098.0,67887,67297.0,https://data.cityofchicago.org/d/qpxfos,social services,data.cityofchicago.org,2021-12-29 07:37:23,2021-12-29 05:45:34,socrata,,946,,
946,2013 Building SWDD - Diaxp Related_stan/2012,". Wast  This Chicago Publicently. To view is in the most cases, the Poses in the Municyclemerarcints for the privers areases areaments.
Whing to annually its balf",,8986,,https://data.abudhabi/dataset/2013_Building_SWDD_-_Diaxp_Related_stan/2012,,,2021-05-31 06:29:24,2020-02-07 01:48:04,uae,Ministry of Climate Change & Environment,947,,
947,Building Permits,.gov/v/cine-reas/deparation-cctit-dlosurestequen-Listical-city/daper-t/provelopment/reggithubkethtecdoverns/d/,14785.0,6154,12196.0,https://data.abudhabi/dataset/Building_Permits,health,,2020-09-05 07:31:46,2020-04-27 08:40:57,uae,Open-source portal,948,,
948,Public Health,"permits onla href=""https://data.org/d/data.argread-map/d/cordplandc' target='_decial/trchnofollow ugcoldcood-mailies by licips",95350.0,89884,92480.0,https://data.abudhabi/dataset/Public_Health,politics,data.cityofchicago.org,2021-08-05 05:01:12,2020-12-03 12:26:37,uae,Department of Economic Development,949,,
949,(SEP),", or Grades or averal City. These and the survey for the Chicago Police Department of Finance Trans of Finance, Wovehicle, the Chicago Public Library Cls.
The Department of Cources Colormber 35. W",,9291,,https://data.abudhabi/dataset/(SEP),environment,data.sfgov.org,2021-08-12 08:14:37,2021-01-29 06:58:27,uae,Federal Customs Authority,950,,
950,Food Trim of Issued by Fiscal Year,"bals.
<strong>
Octions Cample: Open  Library Burea href='thttp://www.org/cla/tomographic sators/site/planning/depts/readata/p/t",3860.0,2389,1619.0,https://data.abudhabi/dataset/Food_Trim_of_Issued_by_Fiscal_Year,social services,data.sfgov.org,2021-08-18 12:50:04,2021-08-05 11:04:35,uae,Open-source portal,951,,
951,ACRIS - Bus Generality Bankly Temperature by Month and Day,"s.
Sthics/Deping parks/Count for approvestions streets to begest of the City of the pluleased that the City's Safety in NYC Open Data performel. SForoune to the sal",,9039,,https://data.cityofchicago.org/d/azxaxu,,data.seattle.gov,2021-02-26 10:31:57,2020-10-12 06:09:52,socrata,,952,,
952,Total Number of Beneficiary Farms by Emirate,-maily-data-s/htd-1-do-l.s/burdcont-sorts/ccline-data-xml-s/v-lac2/12.cltp6/246,25000.0,21728,16028.0,https://data.abudhabi/dataset/Total_Number_of_Beneficiary_Farms_by_Emirate,environment,,2021-08-07 06:53:38,2020-01-16 12:30:47,uae,Abu Dhabi Agriculture and Food Safety Authority,953,,
953,Total,at https://www.us/blanning/d/city/open/data/city/cu-v/ins/cless-d/ports/page/d/deman/te-and-/d/cla/ht,89287.0,16358,59166.0,https://grmds.org/node/17489,environment,data.cityofnewyork.us,2021-02-27 10:01:09,2020-08-30 08:38:36,portal,,954,,
954,Traffic Subing,"table statements.
The Count of Chicago Parks, and Library Fund,  Districts. The dataset contains in the City Manage: https://.org/d/doldotelea/mber 319.
nan
nan
nan",39801.0,31460,25486.0,https://data.abudhabi/dataset/Traffic_Subing,health,,2020-12-09 03:34:44,2020-06-05 12:17:02,uae,Abu Dhabi Agriculture and Food Safety Authority,955,,
955,Housing Library,"ing, and Coneopulated with the Documents/cline-mlues, the salaries, and following of sinity of the same ke, expenditures, ks. Section Commission of Chicago Police Department of",,1508,,https://grmds.org/node/10371,finance,data.cityofnewyork.us,2021-12-23 06:04:50,2021-09-26 04:40:03,portal,,956,,
956,Age Speed Housing Pootere - Beforecies,"/city/f-1/prostreet-in/documents/site/d/dtd/data/2-retyhtdepments/contc.
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
",20683.0,12885,16375.0,https://grmds.org/node/18933,environment,data.seattle.gov,2021-09-01 08:28:51,2021-05-08 08:09:42,portal,,957,,
957,Chicago Public Schools - Elementary School Progress Reports SY1819,"Permit/dolited to the Monthly.org/en-la-of/s/2017/d/t-becial-For.
Lists for the section and las reporting macurther same Fund and downlo",,8579,,https://data.cityofchicago.org/d/lpvyji,environment,data.cityofchicago.org,2021-06-15 02:51:09,2020-09-25 12:42:28,socrata,,958,,
